CM004536.1,121446,127480
CM004536.1,121446,127480
CM004536.1,127301,127480
CM004536.1,127319,127480
CM004536.1,40212,42648
CM004536.1,40212,42648
CM004536.1,12755,27791
CM004536.1,12755,27791
CM004536.1,43647,65742
CM004536.1,43647,65742
CM004536.1,62101,64097
CM004536.1,65158,65742
CM004536.1,62229,64097
CM004536.1,65158,65742
CM004536.1,174887,178306
CM004536.1,174887,178306
CM004536.1,84555,89825
CM004536.1,84555,89825
CM004536.1,84555,86321
CM004536.1,84555,86200
CM004536.1,58942,81178
CM004536.1,59469,81178
CM004536.1,59469,81178
CM004536.1,58942,81178
CM004536.1,58942,81178
CM004536.1,64777,81178
CM004536.1,64777,65331
CM004536.1,58942,64103
CM004536.1,62098,64103
CM004536.1,62098,64032
CM004536.1,62098,64032
CM004536.1,58942,64032
CM004536.1,58942,64032
CM004536.1,64777,65148
CM004536.1,94777,98656
CM004536.1,94777,98656
CM004536.1,96401,96549
CM004536.1,96401,96549
CM004536.1,462155,463155
CM004536.1,462155,463155
CM004536.1,454002,456646
CM004536.1,454002,456646
CM004536.1,525099,525642
CM004536.1,525099,525642
CM004536.1,359113,365424
CM004536.1,359113,365424
CM004536.1,339984,344267
CM004536.1,339984,344267
CM004536.1,377757,388106
CM004536.1,377757,388106
CM004536.1,420261,429828
CM004536.1,420261,429828
CM004536.1,422683,426918
CM004536.1,420261,420819
CM004536.1,422683,426918
CM004536.1,420261,420819
CM004536.1,398568,400090
CM004536.1,398568,400090
CM004536.1,330226,334306
CM004536.1,330226,334306
CM004536.1,334159,334306
CM004536.1,334159,334306
CM004536.1,397574,399222
CM004536.1,397574,399222
CM004536.1,398430,398756
CM004536.1,398430,398756
CM004536.1,537780,540097
CM004536.1,537780,540097
CM004536.1,703837,711121
CM004536.1,703837,711121
CM004536.1,798255,823970
CM004536.1,798255,823970
CM004536.1,798255,798329
CM004536.1,798255,798329
CM004536.1,601617,602168
CM004536.1,601617,602168
CM004536.1,601617,602168
CM004536.1,601617,602168
CM004536.1,753025,756043
CM004536.1,753025,756043
CM004536.1,755114,756043
CM004536.1,755114,756043
CM004536.1,850566,879773
CM004536.1,850566,879773
CM004536.1,854339,856080
CM004536.1,854339,856080
CM004536.1,731565,744890
CM004536.1,731565,744890
CM004536.1,1051087,1055509
CM004536.1,1051087,1055509
CM004536.1,1051134,1051302
CM004536.1,1051134,1051302
CM004536.1,1179913,1185463
CM004536.1,1179913,1185463
CM004536.1,1179913,1179920
CM004536.1,1179913,1179920
CM004536.1,940197,955508
CM004536.1,940197,955508
CM004536.1,955012,955508
CM004536.1,955114,955508
CM004536.1,1014393,1023049
CM004536.1,1014393,1023049
CM004536.1,1022648,1023049
CM004536.1,1022738,1023049
CM004536.1,919761,923993
CM004536.1,919761,923993
CM004536.1,1026125,1028775
CM004536.1,1026125,1028775
CM004536.1,1026125,1026658
CM004536.1,1026125,1026591
CM004536.1,912362,914264
CM004536.1,912362,914264
CM004536.1,1126511,1127180
CM004536.1,1126511,1127180
CM004536.1,1115460,1120560
CM004536.1,1115460,1120560
CM004536.1,1458923,1463364
CM004536.1,1458923,1463364
CM004536.1,1463000,1463364
CM004536.1,1463132,1463364
CM004536.1,1431565,1438169
CM004536.1,1431565,1438169
CM004536.1,1437501,1438169
CM004536.1,1437604,1438169
CM004536.1,1441566,1442716
CM004536.1,1441566,1442716
CM004536.1,1400428,1404778
CM004536.1,1400428,1404778
CM004536.1,1404351,1404448
CM004536.1,1404571,1404778
CM004536.1,1404351,1404448
CM004536.1,1404571,1404778
CM004536.1,1465730,1472404
CM004536.1,1465730,1472404
CM004536.1,1300965,1304064
CM004536.1,1300965,1304064
CM004536.1,1498032,1500451
CM004536.1,1498032,1500451
CM004536.1,1500159,1500451
CM004536.1,1500159,1500451
CM004536.1,1488965,1497622
CM004536.1,1488965,1497622
CM004536.1,1497230,1497622
CM004536.1,1497243,1497622
CM004536.1,1537988,1541496
CM004536.1,1537988,1541496
CM004536.1,1540307,1540487
CM004536.1,1540307,1540487
CM004536.1,10561577,10566221
CM004536.1,10561577,10566221
CM004536.1,10726560,10733328
CM004536.1,10726560,10733328
CM004536.1,10600840,10616547
CM004536.1,10600840,10616547
CM004536.1,10615452,10615638
CM004536.1,10615452,10615638
CM004536.1,10703061,10709771
CM004536.1,10703061,10709771
CM004536.1,10997889,11004643
CM004536.1,10997889,11004643
CM004536.1,10946145,10949226
CM004536.1,10946145,10949226
CM004536.1,11010244,11016470
CM004536.1,11010244,11016470
CM004536.1,11014632,11016470
CM004536.1,11014652,11016470
CM004536.1,10797382,10817547
CM004536.1,10797382,10817547
CM004536.1,10864851,10867294
CM004536.1,10864851,10867294
CM004536.1,10958394,10967172
CM004536.1,10958394,10967172
CM004536.1,11516841,11539413
CM004536.1,11516841,11539413
CM004536.1,11689806,11703698
CM004536.1,11689806,11703698
CM004536.1,11843595,11844894
CM004536.1,11843595,11844894
CM004536.1,11675845,11679906
CM004536.1,11675845,11679906
CM004536.1,11632596,11672223
CM004536.1,11632596,11672223
CM004536.1,11644610,11644734
CM004536.1,11644610,11644734
CM004536.1,11977093,11988560
CM004536.1,11977093,11988560
CM004536.1,11912407,11937440
CM004536.1,11912407,11937440
CM004536.1,11880288,11882864
CM004536.1,11880288,11882864
CM004536.1,11885450,11898873
CM004536.1,11885450,11898873
CM004536.1,12207772,12212421
CM004536.1,12207772,12212421
CM004536.1,12210605,12212421
CM004536.1,12211075,12212421
